id,fraude,nome,sobrenome,email,cpf,telefone,rua,bairro,cidade,estado,cep,data_de_nascimento,produto,restringido,bloqueado,user_agent,imei,ip,busca_email_nome,busca_email_sobrenome,busca_email_ip,busca_email_telefone,busca_email_endereco,busca_ip_telefone,busca_ip_nome,busca_telefone_nome
8588,False,Isadora,Fernandes,isadora.fernandes@rocha.com,80324765126,5551940021194,,,Turuçu,RS,96148000,1966-07-05,discovery +,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/36.0.863.0 Safari/533.0",555194002119444,154.183.4.9,92,67,64,84,98,74,81,77
8589,False,Isaac,Moreira,isaac.moreira@bol.com,42315870941,,,,,,,1993-07-02,Globo Mais,False,False,Opera/8.86.(Windows NT 4.0; lg-UG) Presto/2.9.178 Version/12.00,552196441281191,218.6.246.55,87,52,89,83,83,64,81,40
8590,False,Cauã,Oliveira,cau.oliveira@hotmail.com,,,,,,,,1963-01-26,Deezer Premium,False,False,Opera/9.69.(X11; Linux x86_64; om-KE) Presto/2.9.163 Version/10.00,555198776862352,31.59.124.66,45,67,72,51,96,77,87,72
8591,False,Thomas,Nogueira,thomas.nogueira@yahoo.com,39502641833,,,,,,,1979-06-13,Globoplay e Premiere,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),554196745600938,39.191.173.168,50,49,78,85,88,86,84,56
8592,False,João Lucas,Lopes,joolucas.lopes@barbosa.com,73204985610,,Rua Praia de Iracema,Jardim Pérola III,São Paulo,SP,08474510,1980-02-28,,False,False,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.9.4 (KHTML, like Gecko) Version/5.1 Safari/532.9.4",553190840544704,219.214.125.145,66,66,80,96,45,53,69,72
8593,False,Elisa,Moura,elisa.moura@gmail.com,48923615773,5541960191477,Rua Luís Armstrong,Centreville,Santo André,SP,09120080,2007-03-05,Giga Gloob,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),554196019147707,114.201.220.187,54,75,89,72,66,58,86,61
8594,False,João Guilherme,Cardoso,jooguilherme.cardoso@hotmail.com,71856392473,,Travessa 4 (Lot Argemiro),Argemiro,Juazeiro,BA,48916433,1973-12-08,Globoplay,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),552197728583473,208.24.173.242,86,90,78,80,95,59,40,55
8595,False,Leonardo,Ferreira,leonardo.ferreira@bol.com,01623548942,5571962921380,,,,,,1995-09-30,Giga Gloob,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/15.0.848.0 Mobile/80C605 Safari/534.2",557196292138008,4.86.223.73,63,40,89,97,50,84,91,74
8596,False,Marcelo,da Mota,marcelo.damota@gmail.com,26958701402,5541961128425,Rua Adolfo Strack,Lomba Grande,Novo Hamburgo,RS,93490150,1970-08-15,Giga Gloob,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0),554196112842592,157.174.242.253,93,97,91,60,45,83,63,60
8597,False,Theo,Dias,theo.dias@globo.com,89360417548,5581921609939,,,,,,1982-01-30,,False,False,Mozilla/5.0 (Android 6.0; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,558192160993953,142.31.219.157,44,52,77,86,60,64,76,66
8598,False,Heitor,Viana,heitor.viana@gmail.com,,5521925147467,Rua Elineu Ribeiro dos Santos,São Mateus,São João de Meriti,RJ,25520280,1996-12-29,,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),552192514746723,152.121.88.56,93,60,89,83,62,42,86,43
8599,False,Kaique,Gomes,kaique.gomes@globo.com,91735628077,,Rua Maquiné,Amaral Ribeiro,Sapiranga,RS,93821080,1985-01-08,Globoplay e Premiere,False,False,Mozilla/5.0 (Android 2.0; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,558491796437330,134.48.92.167,82,71,61,81,51,83,48,72
8600,False,Lívia,Aragão,arago@hotmail.com,31472850653,,,,,,,1971-03-27,Globoplay e Disney +,False,False,Opera/8.50.(Windows NT 5.0; ja-JP) Presto/2.9.174 Version/11.00,558497738311624,126.44.136.67,66,59,53,69,65,49,67,87
8601,False,Calebe,da Costa,calebe.dacosta@bol.com,13984702604,,Rua Alta,Sete Praias,São Paulo,SP,04477520,1961-08-16,Starzplay,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; sd-PK) AppleWebKit/535.1.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.1.1",558196726538954,1.124.219.63,97,73,96,51,54,68,99,57
8602,False,Maria Cecília,Pires,mariaceclia.pires@yahoo.com,57680349193,,Rua José Luciano Siqueira,Rotary Club de Itabaiana,Itabaiana,SE,49506024,1987-05-20,Globoplay e Telecine,False,False,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.15.7 (KHTML, like Gecko) Version/4.1 Safari/535.15.7",556190984020328,194.243.189.144,54,41,99,60,49,55,52,99
8603,False,Pedro,Sales,pedro.sales@yahoo.com,49326758010,,,,,,,2009-04-03,Globoplay,False,False,Mozilla/5.0 (Windows 95; ff-SN; rv:1.9.0.20) Gecko/3173-05-25 01:49:39 Firefox/13.0,552196884659085,113.138.198.115,94,71,83,47,53,91,98,63
8604,False,Lara,Jesus,lara.jesus@bol.com,52847396047,,Avenida Raul Ferreira,Residencial Alamedas,Araraquara,SP,14811684,1988-07-02,Globoplay + canais ao vivo e Telecine,False,False,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/55.0.890.0 Safari/535.1",557190648456669,208.92.188.227,71,73,68,54,47,82,47,98
8605,False,Lívia,da Paz,lvia.dapaz@globo.com,63409817204,5571953008623,,,,,,1970-08-04,Globoplay + canais ao vivo e Telecine,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; li-NL) AppleWebKit/534.6.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.6.6",557195300862344,49.225.203.189,74,86,41,46,75,50,66,50
8606,True,Theo,Freitas,8607132freitas@gmail.com,,,Beco Um (R Jacob Vontobel),Jardim Botânico,Porto Alegre,RS,90690090,1990-12-22,Globo Mais,False,False,Opera/8.45.(X11; Linux i686; mni-IN) Presto/2.9.170 Version/11.00,554190504180877,25.227.102.82,50,44,57,35,2,52,19,40
8607,False,Maria Luiza,Moraes,marialuiza.moraes@moreira.org,41802693505,5584916035150,,,,,,1996-07-21,Premiere,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),558491603515013,157.227.75.35,49,92,53,62,55,81,60,55
8608,False,Carlos Eduardo,da Mota,carloseduardo.damota@hotmail.com,18732046987,5511970614816,,,,,,2000-10-12,Starzplay,False,False,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/26.0.831.0 Safari/532.0",551197061481658,36.147.163.89,55,95,48,93,68,61,53,71
8609,False,Lucca,Barbosa,lucca.barbosa@outlook.com,15704398693,,Rua Daia,Planalto Ayrton Senna,Fortaleza,CE,60760840,1966-10-30,Globoplay + canais ao vivo e Telecine,False,False,Mozilla/5.0 (Windows NT 6.1; mn-MN; rv:1.9.2.20) Gecko/5995-08-14 04:29:03 Firefox/3.8,557192493068573,200.26.167.209,43,80,55,80,79,40,40,69
8610,False,Yasmin,Souza,yasmin.souza@yahoo.com,,,,,,,,1966-07-06,Globoplay e Disney +,True,False,Opera/8.60.(X11; Linux i686; sr-ME) Presto/2.9.188 Version/10.00,558493796604695,139.34.30.15,90,69,59,40,77,43,93,52
8611,False,Olivia,Nogueira,olivia.nogueira@globo.com,58347091684,,Rua do Leblon,Massaranduba,Salvador,BA,40435600,2000-09-28,Globoplay e Starzplay,False,False,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2663-06-10 08:40:31 Firefox/3.6.15,557197740201521,212.169.114.50,84,94,63,46,57,59,97,40
8612,False,Noah,Rodrigues,rodrigues@jesus.br,05647283144,,Largo São José do Maranhão,Maranhão,São Paulo,SP,03089010,1968-07-19,,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ps-AF) AppleWebKit/533.40.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.40.3",554191862715320,203.217.56.94,79,46,62,97,72,51,87,84
8613,False,Alexia,Santos,santos@fernandes.br,37480152671,5541983162594,QNP 24 Conjunto S,Ceilândia Sul (Ceilândia),Brasília,DF,72235419,1997-09-30,Globoplay e Premiere,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/13.0.811.0 Mobile/39O258 Safari/532.0",554198316259433,43.24.175.121,81,55,59,55,71,49,84,57
8614,False,Francisco,Barbosa,francisco.barbosa@globo.com,25769103434,5551985477666,Rua Milton Souza,Águas Mortas,Gravataí,RS,94100670,1963-04-21,Globoplay e Starzplay,False,False,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5; rv:1.9.2.20) Gecko/2699-07-07 11:09:35 Firefox/7.0,555198547766650,20.34.252.160,80,42,62,62,74,49,58,44
8615,True,Davi Lucca,Araújo,davilucca.arajo@hotmail.com,67853129491,,,,,,,1963-02-11,Combate,False,False,Opera/8.40.(Windows 98; Win 9x 4.90; ce-RU) Presto/2.9.167 Version/11.00,558491860612164,202.132.49.212,35,26,1,5,5,14,57,9
8616,False,Luiz Miguel,Rodrigues,luizmiguel.rodrigues@bol.com,05741362907,,,,,,,1978-09-12,Cartola PRO,False,False,Opera/9.16.(X11; Linux i686; cmn-TW) Presto/2.9.168 Version/12.00,551197170223579,146.133.225.55,83,48,86,67,62,72,79,71
8617,False,Melissa,Correia,melissa.correia@yahoo.com,,,,,,,,1987-03-03,Giga Gloob,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/55.0.811.0 Mobile/53F889 Safari/536.2",553197874531069,216.60.95.213,90,86,53,91,81,61,70,84
8618,False,Murilo,Martins,murilo.martins@hotmail.com,34261709813,,,,,,,2000-01-10,Globo Mais,False,False,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/22.0.812.0 Safari/535.0",556197572277699,205.98.33.6,47,55,51,42,93,45,88,88
8619,False,Rafael,Moraes,rafael.moraes@hotmail.com,27690385400,5581952937595,Rua Waldomiro Dantas Cortez,Santa Cruz dos Lázaros,Jacareí,SP,12322340,1998-10-06,Cartola PRO,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/18.5y0319.0 Mobile/02S790 Safari/532.1",558195293759597,165.114.11.83,71,90,63,69,77,96,40,79
8620,True,Theo,Costa,globoplaycanaisaovivoedisney.costa@gmail.com,63821097540,5571957979489,,,,,,1974-10-18,Globoplay + canais ao vivo e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ur-PK) AppleWebKit/532.16.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.16.2",558491798421936,209.126.148.15,39,50,31,29,28,34,53,54
8621,False,Isabelly,Oliveira,isabelly.oliveira@yahoo.com,35908467120,5551904808438,Rua Eduardo Pedroso dos Santos,Piriquitos,Ponta Grossa,PR,84065860,1970-09-07,discovery +,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0),555190480843844,216.171.248.17,46,43,82,42,77,49,68,48
8622,False,Ana,da Cruz,ana.dacruz@gmail.com,96358724100,,Rua José Souza Lobo,Setor Criméia Leste,Goiânia,GO,74660250,1986-08-29,Globoplay e Telecine,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.0),556197554504474,181.19.238.172,50,56,99,84,60,67,86,54
8623,False,Bernardo,Martins,bernardo.martins@bol.com,,5584995225101,Avenida Nossa Senhora do Desterro - de 2020 a 2270 - lado par,Jardim Elza Amuí I,Uberaba,MG,38082147,1981-02-19,Globoplay e discovery +,False,True,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/34.0.811.0 Mobile/71G501 Safari/534.2",558499522510122,197.131.4.84,63,42,48,41,52,40,48,91
8624,False,João Felipe,Lima,joofelipe.lima@yahoo.com,81693057212,5551909220647,Rua São Francisco Xavier,Charitas,Niterói,RJ,24370660,1973-01-13,,True,False,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.50.1 (KHTML, like Gecko) Version/5.1 Safari/532.50.1",555190922064785,147.139.201.129,46,88,64,57,50,78,58,48
8625,False,João Guilherme,Farias,jooguilherme.farias@hotmail.com,02697415343,5511925949645,Rua José Barreto Fontes,Aeroporto,Aracaju,SE,49037659,1981-04-04,Globoplay + canais ao vivo e Premiere,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),551192594964510,207.66.6.86,95,99,57,96,92,95,79,91
8626,False,Stephany,Vieira,stephany.vieira@gmail.com,69178305420,5581980125038,,,,,,2006-04-17,,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; byn-ER) AppleWebKit/531.46.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.46.5",558198012503882,152.72.178.119,95,95,76,98,77,81,66,62
8627,False,Joana,Novaes,novaes@hotmail.com,15479068393,5551925458882,,,,,,1976-06-09,Globoplay e Disney +,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),555192545888251,216.104.204.102,99,48,60,59,48,83,75,43
8628,False,Isaac,Freitas,isaac.freitas@outlook.com,28390175630,,Travessa Jaime Ramos,Rocinha,Rio de Janeiro,RJ,22451367,1962-12-03,Combate,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),557198109345669,161.118.33.227,58,52,82,92,55,45,55,77
8629,False,Francisco,Caldeira,francisco.caldeira@bol.com,,5561957375128,Rua Jorge Évora Asenco,Portal do Panamá,Campo Grande,MS,79113123,1978-02-21,Globoplay + canais ao vivo e Telecine,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),556195737512869,134.130.202.102,79,50,53,82,67,40,63,84
8630,False,Caroline,da Costa,dacosta@gmail.com,95840132705,5521993076187,,,,,,1990-01-29,,False,False,Opera/9.70.(X11; Linux i686; unm-US) Presto/2.9.174 Version/10.00,552199307618738,174.240.103.176,85,63,54,76,79,59,70,47
8631,False,Bryan,da Cunha,bryan.dacunha@outlook.com,,,,,,,,1990-10-15,Giga Gloob,False,False,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/14.0.860.0 Safari/535.2",558494643401343,137.200.147.67,41,76,74,57,63,53,46,56
8632,False,Evelyn,Aragão,arago@outlook.com,78542106326,,Rua Nenê Gonçalves Barreira,Cambeba,Fortaleza,CE,60822145,1968-05-13,Globoplay + canais ao vivo e Disney +,False,False,Opera/8.89.(Windows 98; mi-NZ) Presto/2.9.185 Version/11.00,558192243139228,205.180.52.9,98,60,87,57,84,61,96,44
8633,False,Luiz Felipe,Souza,luizfelipe.souza@hotmail.com,79631825086,,Avenida da Justiça - lado ímpar,Parque Residencial Santo Antônio,Bebedouro,SP,14702124,1975-01-16,Globoplay + canais ao vivo,False,False,Opera/9.44.(Windows NT 6.1; dz-BT) Presto/2.9.160 Version/10.00,552195550461651,32.197.39.141,51,75,47,46,43,77,68,78
8634,False,Bryan,Pinto,bryan.pinto@yahoo.com,72096348196,,,,,,,1970-01-22,Giga Gloob,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),551196619151540,155.162.251.94,94,94,54,89,98,68,81,97
8635,False,Noah,da Mata,noah.damata@globo.com,,,Caminho Amaral,Campo Grande,Rio de Janeiro,RJ,23097770,2011-03-29,Globoplay + canais ao vivo,False,False,Opera/9.14.(Windows NT 6.0; ckb-IQ) Presto/2.9.187 Version/11.00,558496927151023,149.33.111.117,70,90,41,46,62,61,71,93
8636,False,Francisco,Correia,francisco.correia@yahoo.com,95816324764,,Rua Absintio,Paulo VI,Belo Horizonte,MG,31995240,1974-10-09,Globoplay e Disney +,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_7) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/40.0.810.0 Safari/533.0",551195178362746,114.139.231.180,58,53,71,85,51,85,98,61
8637,False,Pedro,Carvalho,pedro.carvalho@yahoo.com,06751489285,,Quadra G,Kennedy,Caruaru,PE,55036560,1992-08-07,Globo Mais,False,False,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.50.7 (KHTML, like Gecko) Version/4.0.2 Safari/531.50.7",557197813661890,196.66.161.41,71,93,54,59,59,92,87,81
8638,False,Felipe,Oliveira,felipe.oliveira@hotmail.com,21089573677,,Rua Corinto,São Pedro,Ibirité,MG,32415141,2009-11-08,Globoplay e Starzplay,True,False,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/54.0.878.0 Safari/532.0",556192751935886,197.117.15.218,75,64,59,65,75,42,50,94
8639,False,Sofia,Moreira,sofia.moreira@ramos.br,73594861066,,Avenida Primeiro de Maio - de 3901/3902 a 4358/4359,Centro (S-01),Vilhena,RO,76980052,2009-03-01,discovery +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ast-ES) AppleWebKit/532.32.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6532.32.5",558495347443341,108.152.162.192,50,50,73,75,75,47,55,81
8640,False,Clarice,Barbosa,clarice.barbosa@gmail.com,,,Rua do Beija-flor-dourado,Alto Caiçaras,Belo Horizonte,MG,30750610,1968-11-28,Globoplay + canais ao vivo e Premiere,False,False,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8 rv:4.0; kn-IN) AppleWebKit/531.27.7 (KHTML, like Gecko) Version/5.0 Safari/531.27.7",555193726920830,184.202.191.133,90,79,62,61,95,54,56,41
8641,False,Rodrigo,das Neves,rodrigo.dasneves@gmail.com,64027159802,,,,,,,1997-04-03,Globoplay + canais ao vivo,False,False,Opera/9.11.(X11; Linux x86_64; si-LK) Presto/2.9.162 Version/11.00,552191812383924,39.122.67.100,55,63,80,42,66,49,99,94
8642,False,Leandro,Viana,viana@bol.com,36597824164,5541978831411,,,,,,1999-10-13,Globoplay,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1),554197883141156,180.153.96.20,60,59,54,45,62,78,56,49
8643,False,João Pedro,Santos,santos@yahoo.com,,,,,,,,2002-06-30,Globo Mais,True,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),558492387558922,218.208.221.3,40,93,93,74,55,89,98,63
8644,True,Francisco,Gomes,kevin86@example.net,,,,,,,,1981-03-14,Combate,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),558194213037341,38.163.210.69,45,2,16,52,39,20,48,6
8645,True,Sarah,Cavalcanti,heloisasouza@example.org,07524836171,5511906310087,Rua Macajuba,Jardim Jacy,Guarulhos,SP,07262410,1997-07-27,Globo Mais,False,False,Opera/8.13.(Windows NT 4.0; mk-MK) Presto/2.9.163 Version/11.00,551190631008705,174.30.227.245,42,19,37,56,27,50,10,33
8646,False,Maria Alice,Pereira,pereira@globo.com,53908172659,,Passagem Lula II (Canal São Joaquim),Marambaia,Belém,PA,66615788,2007-12-11,Deezer Premium,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),551196300861233,217.208.244.83,57,42,94,44,67,40,63,40
8647,True,Giovanna,Duarte,globoplayedisney.duarte@alves.com,28940735692,5541935649234,,,,,,1989-11-27,Globoplay e Disney +,True,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/17.6b9727.0 Mobile/27E982 Safari/533.0",554193564923426,96.29.201.235,22,4,0,5,17,5,31,31
8648,False,Enrico,Pinto,pinto@gmail.com,93527184619,,,,,,,1991-02-19,Globoplay + canais ao vivo,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; lt-LT) AppleWebKit/531.30.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.30.7",552198906235332,216.12.104.240,43,98,98,86,49,57,46,94
8649,False,Davi Lucas,Araújo,davilucas.arajo@aragao.org,02176539877,,Rua Itapetim,Piedade,Jaboatão dos Guararapes,PE,54410190,1961-11-30,Globo Mais,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:6.0; zu-ZA) AppleWebKit/532.17.2 (KHTML, like Gecko) Version/4.0.5 Safari/532.17.2",553198743056023,202.8.167.92,49,60,72,48,56,72,72,77
8650,True,Daniela,Costela,piresantonio@example.org,59187324628,5531942194481,Rua Aurélio Staciarini,Conjunto Frei Eugênio,Uberaba,MG,38081040,1969-06-05,discovery +,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/10.2a6798.0 Mobile/85B935 Safari/533.1",554194400418605,219.22.61.230,57,33,5,52,15,54,41,27
8651,False,Benjamin,Mendes,benjamin.mendes@gmail.com,,5511977412898,Rua Hélio Freire dos Prazeres,Águas Claras,Salvador,BA,41311570,1967-01-28,,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.1),551197741289836,194.12.119.33,49,70,92,67,64,88,43,82
8652,False,Emanuelly,Pinto,emanuelly.pinto@globo.com,35816097202,,,,,,,1996-01-04,Globo Mais,False,True,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.31.1 (KHTML, like Gecko) Version/4.0.4 Safari/535.31.1",558194672368484,200.251.233.104,80,66,82,78,46,56,94,40
8653,True,Theo,da Cruz,emanuella66@example.net,84507136253,5521901287644,Rua Luiz Antonio Zaqui,Jardim Novo Prudentino,Presidente Prudente,SP,19064774,2002-07-17,Giga Gloob,False,False,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6751-02-11 18:32:47 Firefox/3.8,552190128764421,195.75.135.187,24,47,25,1,17,42,15,28
8654,True,Maria Eduarda,da Rocha,7533284starzplay.darocha@outlook.com,,,,,,,,2004-07-13,Starzplay,False,True,Opera/8.81.(Windows NT 6.0; ts-ZA) Presto/2.9.175 Version/10.00,558191834636444,209.50.8.74,39,54,59,17,11,59,2,26
8655,False,Catarina,da Mota,catarina.damota@globo.com,47902381640,,Avenida Antônio Gorgatti - de 2000 a 2780 - lado par,Parque Mônaco,Matão,SP,15993738,1979-08-18,,False,False,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/26.0.894.0 Safari/532.1",556199152211239,45.205.132.50,50,64,67,97,77,44,48,83
8656,False,Alexandre,Aragão,alexandre.arago@globo.com,25713048950,,Rua Maestro Acácio Alcântara,Junco,Sobral,CE,62030385,1994-12-08,Globoplay + canais ao vivo e Premiere,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/28.0.860.0 Mobile/78Z564 Safari/531.0",556192678840730,216.85.26.62,89,70,73,71,61,83,46,54
8657,True,Beatriz,Fernandes,sarah58@example.com,62819307469,,,,,,,1986-12-23,Globoplay e Premiere,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/24.0.888.0 Mobile/75K723 Safari/533.0",558499171338007,150.225.105.57,53,32,21,51,7,3,53,51
8658,False,Ana Vitória,Cunha,anavitria.cunha@gmail.com,,5521946971557,Rua Delfino de Mello,Jardim Santa Mônica,São Paulo,SP,05171440,1994-02-17,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; oc-FR) AppleWebKit/532.4.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6532.4.6",552194697155714,60.44.149.153,78,43,84,89,79,46,64,98
8659,True,Lucas Gabriel,Fernandes,vitor-gabriel60@example.com,98152746002,5561917853146,Travessa Pastor José de Morais,Igapó,Natal,RN,59104311,1962-05-18,Globoplay e Premiere,True,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),556191785314696,216.135.236.81,32,11,21,44,28,22,23,45
8660,False,Cauã,Alves,cau.alves@outlook.com,24561307826,,,,,,,1971-10-21,Disney +,False,False,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/14.0.892.0 Safari/531.1",553199130539225,157.255.187.113,43,83,84,86,58,73,60,87
8661,False,Antônio,Correia,antnio.correia@bol.com,41385709693,,Travessa Professor Joaquim Costa Marques,Lixeira,Cuiabá,MT,78008535,2002-09-04,Globoplay + canais ao vivo e Premiere,True,False,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/43.0.846.0 Mobile/21D591 Safari/531.2",551198861868912,93.220.76.147,56,43,58,98,48,79,52,76
8662,False,Stella,Silva,stella.silva@globo.com,65907231840,5511936004661,Rua dos Cravos (Cj. Hab. Caiará),Pixete,São Lourenço da Mata,PE,54733240,1970-06-23,Globoplay,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),551193600466177,158.174.206.132,62,64,60,75,66,59,47,73
8663,False,Pietra,Silva,pietra.silva@hotmail.com,08159237677,,,,,,,2004-02-29,Globoplay + canais ao vivo e Premiere,False,False,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.33.5 (KHTML, like Gecko) Version/5.0 Safari/534.33.5",556196769812334,27.99.45.203,75,41,46,56,98,65,45,44
8664,False,Leonardo,Rezende,rezende@yahoo.com,02158496398,,Rua Lindolfo Collor,Centro,Pelotas,RS,96020470,1961-05-01,Starzplay,False,False,Opera/9.19.(X11; Linux x86_64; quz-PE) Presto/2.9.186 Version/11.00,555197472522674,214.203.185.107,89,64,47,55,79,95,41,88
8665,False,Pedro Lucas,Cavalcanti,pedrolucas.cavalcanti@bol.com,80562317902,5581902418029,,,,,,1968-01-23,Deezer Premium,False,False,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.41.1 (KHTML, like Gecko) Version/4.0.5 Safari/532.41.1",558190241802961,16.235.17.248,94,63,46,61,76,63,91,90
8666,True,Alana,Moraes,luana12@example.org,,5541950530780,,,,,,1984-08-23,Globo Mais,False,False,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.16.1 (KHTML, like Gecko) Version/5.1 Safari/533.16.1",556191999677730,196.251.109.43,38,17,7,41,42,3,3,25
8667,False,Ana Lívia,Melo,analvia.melo@hotmail.com,,,,,,,,1994-07-23,,False,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),555195306920635,20.193.228.44,44,95,61,99,60,78,43,87
